id,title,text,time_created,link
11,聽日就要移民了,"依家汁緊房，我自己一個一支弓移。貪玩如我，呢幾日都約朋友玩，連買野同埋汁喼時間其實都冇乜，我冇真正咁沉澱過其實我係發生緊d 咩事。

依家汁緊房。。我明明好唔中意呢間屋，好唔中意呢度d 人，但去到依家真係要走嘅時候，感覺某d 人生階段已經完結，我唔知道選擇岩定錯，希望自己之後睇返呢個決定係岩嘅。",2022-11-08 01:56:15,https://lihkg.com/thread/3205997/page/1
12,移民台灣住邊好,"有意一家大細分階段以專業移民過台灣
因為快靚正，連資本都唔使，
計劃係，首階段，我自己一個移過去，無諗住做嘢
睇資料講一年就可以攞到台灣身分證
跟住我會翻返嚟香港做嘢
之後等小朋友讀完DSE
捉埋老婆同小朋友去坐多一年
再返香港，見唔對路就走
但頭一年話晒唔做嘢，梗係慳得就慳
住台中好定台北好呢？自己prefer新北市嘅，但都唔算好平（唔好用香港標準去睇.....） 
有冇得理性討論",2020-05-14 12:57:45,https://lihkg.com/thread/2015952/page/1
13,加拿大移民攻略,"係呀講移民呀，唔好同我鬧啲咩應該留低奮鬥唔好移民，我只係單純分享下經驗，拎完passport你鐘意點返黎抗爭咪點抗爭。

唔係專業移民，只係自身經驗，答錯唔好屌。  無父幹移民，窮到仆街，錢都係返工一點一滴儲返黎。

想去加拿大，首先
1. 你份職業要係清單上面。
其實佢份有好多職業，未必一定專業人士先有份，記者呀，作家佢都有，只要你而家份工個title同佢list上嘅差唔多就得。如果無嘅，對唔住，好難有份移民，或者係話好難用快速通道移民(EE)，呢個就後話。

2. 英文要過關
職業如果符合，你就可以開始計下自己夠唔夠分，如果工作經驗只得1,2年，一般都唔會夠分，你只可以靠ielts拉分，而且英文係可以拉到好多。其實基本要求只係CLB7，你當係全6.5，但其實CLB7既分數唔多，如果你可以考到全9全8，或者7877(無記錯好似係)，工作經驗得2年都已經夠做。

3. 計分
睇下個要求幾多分，咁你就可以計下自己夠唔夠分，咁就可以準備材料申請。準備咩資料就自己上加拿大移民局官網睇，唔好得個問字或者嫌睇英文煩，如果係咁你就咪鬼移民啦。 同埋有好多計分網，一google就有，可以計下自己幾多分。

4. 睇官方資料
如果你ee夠哂分，咁批左之後你想去加拿大邊到都得。但如果你ee勉勉強強，例如只係啱啱好掂到條底線，你就可能要考慮其他plan，因為係底線嘅分就算比你入到個pool你都好細機會會收到邀請，咁就或者諗下省提名計劃，或者manitoba留學移民等等。都係可行既方案。前者就係你個職業符合該省既要求，係缺少既職業，英文又過關，就可以申請省提名，由該省擔保你去加拿大，條件係你要係該省住滿一定既年期。大省，例如溫哥華，多倫多呢啲地方你一般都好難符合，分數太高，職業又偏門或者太專業，多數都係啲細省需要移民補充返勞動力，呢啲省係真係比較鄉下嘅地方，呢啲就自己諗啦。而留學移民就係manitoba獨有既政策，就係一定要係manitoba既college/university讀至少一年書，再做野，緊缺職業做半年就可以申請移民，非緊缺就要做一年先得(無記錯應該係)。college我兩年前睇大概8萬一年，而家可能加左價，有一或兩年既program你揀，搵野做唔容易，呢個自己考量。有中介公司包一條龍服務，由入學到搵工到申請移民，不過價錢好貴呢個就自己諗啦。如果你有錢又勁啲既，只要讀曼尼托巴大學既STEM碩士或博士，就可以直接申請移民，學費17萬一年左右，計埋生活費都幾大條數，所以屋企稍為負擔到先有得考慮。  唔係好清楚個計劃，知道嘅大概係咁多。

5. 準備資料
你要準備好撚多野交，唔係以為報個名咁簡單。要學歷證明，仲有稅單，糧單，保險，銀行，經濟證明，一大堆資料需要時間準備，所以唔好以為好輕鬆，你交漏左野又要再黎過，而且個邊移民局手腳又慢，你交少左野又補寄其實係浪費自己時間。佢一個唔覺意改一改啲政策，你分分鐘就無份玩，所以移民呢家野，手腳越快越好。 

6. 遞交申請
準備好哂所有野，確認自己夠分夠資格，就交得，然後等邀請。 

唔好以為可以窮到銀行得幾千蚊都移到民，佢有最低存款要求確保佢唔使曬資源養你，單人好似係八萬咁上下，二人就十萬，一路加上去，如果帶哂全家走你要睇下存款meet唔meet到佢要求。",2018-10-12 20:42:27,https://lihkg.com/thread/859366/page/1
14,coco哥都移民走人,"都差不多啦
香港都就變下個新疆咁",2020-11-28 20:28:29,https://lihkg.com/thread/2304056/page/1
15,有冇人打算移民？,有冇人打算移民？,2017-12-19 20:01:13,https://lihkg.com/thread/503963/page/1
16,有冇移民撚討論,大家準備緊移去邊?,2017-05-08 11:06:37,https://lihkg.com/thread/234021/page/1
17,64移民潮vs反修例移民潮,"邊個勁啲？ 
64個次過咗幾年就好多回流 唔知今次點呢",2021-08-26 11:46:11,https://lihkg.com/thread/2675803/page/1
18,97移民多啲定21移民多啲,See you soon,2020-12-08 01:42:14,https://lihkg.com/thread/2316241/page/1
19,移民定唔移民？,"有能力移民到去台灣既話走唔走好？

半年前已經諗緊呢個問題

唔想走係因為仍然留戀香港呢個地方，移民就好似逃兵咁

但係去到呢一刻一國一制，到底仲應唔應該留戀？

留落黎又可以繼續抗爭到咩地步？

有冇人陪我傾下？",2020-05-22 16:58:22,https://lihkg.com/thread/2029480/page/1
20,"身邊本身唔想移民果d,今日全部搵緊移民資料","唔殺到埋身都唔識驚
我支持繼續加速呀",2021-12-29 16:55:58,https://lihkg.com/thread/2825582/page/1
21,聽日就要移民了 (2),"啊 話咁快就要開個新嘅post 了 其實我拖左咁耐都係因為諗開唔開好，因為變左講日常小事，我好驚自爆。

不過都希望我每個禮拜間唔時嘅update 都幫到好似我當時咁迷嘅人啦，而且都開左group 入面都有d 人願意比意見，我希望可以令未到步嘅人會舒服d ,可以識到朋友，如果你想認識我做你嘅朋友，我都會想～ 有d 私人少少嘅野都入group 講吧～咁樣唔會自爆左落公海



我先講講講自己到左加4~5個禮拜有咩feel 啦～我係自己一個黎加嘅，帶左六萬蚊姐（係香港臨離開要處理d 事 所以冇左好多錢) 機票，頭5日住宿，用左一萬，然後我係black friday 入左好多我要用嘅野，個度用左3萬，好好彩，我租唔洗比一大筆訂，所以好順利地夠錢用，有突。 當時諗住唔夠比訂就一路住abnb. 屋企人唔會幫我，朋友係呢度唔係冇，但唔太熟咁樣，或者唔同區。所以都要靠自己的都冇唔得就返香港一程機票咁樣嘅諗法，就係覺得一定要得！臨走有一刻都覺得冇咩信心。

但好好彩，朋友唔難識啊，覺得住邊度好緊要～住得遠d 癖d 好多人都約唔到了，而我都冇車，我都見唔返住到好遠嘅朋友（有朋友住etobicoke 我依家都未見佢。）

移民感覺令學識放低以前有嘅成見，好多文化要重新認識，好多我以前care 嘅野，原來呢度都唔care, 做野心態唔一樣，生活成個態度都要重新認識，有時會覺得無奈，不過覺得自己唔好因為一件小事打壞當日心情，所以好多野唔到我能力處理到就唔好太影響自己。

生活上，加拿大唔會好似香港咁熱鬧，但其實我都覺得自己需要一d 空間嘅人黎，香港成日都覺得好擠逼（心理上都係），好多我呢度識嘅朋友放唔低香港嘅生活模式，想成日productive, 放工見朋友，星期六日周圍去，面對唔到自己嘅空虛，但呢度有車都未必做到，何況冇。

LOCAL 都好多移民，好多人願意幫我，知我冇車，會車我周圍去，又會帶我介紹周圍環境，佢地成日話，我都做過新移民，所以我明你。（不過唔排除我好彩，因為我黎左一個月多少少，但我遇到嘅人都好好！）我有識人知我冇車買唔到餸會願意隔幾個禮拜車我去買餸 好好

搵工唔易啊，我覺得香港真係人手短缺所以可能fg 都好容易做到中層位，兩萬零三萬起都做到，但呢度唔太缺人，而係香港本來受重視嘅行業同呢度受重視嘅都唔一樣。成日上網睇香港engine 唔好做，但呢度好重視engine嘅人才，然後成日聽人嘲笑新移民做藍領，但好多藍領呢度其實好賺錢，做建築，工程個d 藍領勁高人工，隨時可以做埋現金出糧，稅都唔收又一筆，不過感覺金融個d 就冇咁好撈啦呢度。如果做侍應都好好賺，呢度侍應遇過好多唔識英文，就係hows your food, ready to order識，但侍應加埋tips 隨時高過我份ft(我唔高人工)

補充一句，冇車好難搵工，唔係份份都咁就腳，除非你願意日日uber 啦，同埋琴日同local 傾，佢話佢一落地quebec montreal, 勁難搵，唔好話同唔同行，係難搵，但之後黎到多倫多，係加拿大最多工作嘅地方。同埋之後拎左pr 有做uber 一陣，其實可以hea 做就可以賺4000一個月，如果年輕血氣方剛可以賺10000一個月（加紙 已稅同埋仲可以扣好多稅）所以某d藍領係好好搵的，而白領都唔係樣樣掂。

生活模式方面，覺得好多野都靠人，出出入入要靠人，邊間髮型鋪剪頭髮好同唔好要聽返黎先知，工要靠人refer,市場行情做咩職業易比人炒，好搵d都要人地講，新聞有講，但唔多。呢度好難話自己一個搞點哂所有野，感覺上多d 去識人會好d.

最後想講的是：
呢度如果你願意問，其實會發現好多唔同種族嘅人同我地香港情況都好似，或者更差，因為各種原因而移民，有俄羅斯，有伊朗，有阿富汗，等等。如果可以，都多d 問候身邊嘅人，每個人都有有趣嘅故事分享，而且每個人嘅背後都係努力撐出黎～不過好多人都會好小心，唔會一吓講哂所有野，唔係佢唔想，只係佢經歷過嘅事令佢地小心，比多少少耐性佢地會當你係真正嘅朋友分享好多好多，我都發現佢地比我更關注自己國家嘅事，我都知多左新聞唔會都冇報嘅事。而如果大家都係香港人，希望都唔係去左外國就忘記左，我都會默默為運動付出，即使係少少地提高個awareness,或者令多d 人知其實冇人忘記，寫信返去在牢手足都已經好好。你會寫聖誕卡比香港嘅朋友同事，都寫吓比在牢手足，冇人忘記佢地，只係以另一個方式去繼續btw 之前睇ig join 左個在牢手足寫信計劃，有人係我不斷會寫信比佢嘅，但我見到燕子生命都有搞，可以join 吓。",2022-12-17 23:49:25,https://lihkg.com/thread/3249356/page/1
22,點解咁多老師移民？,"我明好多老師都接受唔到下一代俾人洗腦
但係香港做開老師嘅過到去可以做啲咩
點解可以話移就移咁
過到去又搵唔返呢個人工",2022-03-06 09:25:39,https://lihkg.com/thread/2915227/page/1
23,真係好撚多人移民！,"我果層六間單位

有兩個上年已經移左

琴日出走廊等lift 聽到有個單位傾緊買機票去多倫多

香港係咪玩完",2022-03-27 14:31:30,https://lihkg.com/thread/2943875/page/1
24,BNO 可獨立移民英國,"The Government is today announcing changes to the British National (Overseas) immigration route.

On 31 January 2021, the UK launched a bespoke immigration route for British National (Overseas) (BN(O)) status holders and their family members. The route reflects the UK’s historic and moral commitment to those people of Hong Kong who chose to retain their ties to the UK by taking up BN(O) status before Hong Kong’s handover to China in 1997, and followed China’s passing of the National Security Law which significantly impacts the rights and freedoms of the people of Hong Kong.

The route has already been a great success and as of 31 December 2021, there have been 103,900 applications since the route launched.

The current rules enable adult children of a BN(O) status holder to apply as a dependant if they apply at the same time as their BN(O) parent, are part of their parent’s household in Hong Kong, the UK or the Crown Dependencies and were born on or after 1 July 1997. However, some of this cohort cannot currently access the BN(O) route because their BN(O) parent does not wish to apply, because they are not part of their parent’s household, or they are unable to apply at the same time.

It was right to think about the family unit of the BN(O), but this is creating unfair outcomes for the families of BN(O) status holders with some children able to access the route independently as they were old enough to be registered for BN(O) status, while their younger siblings aged between 18 and 24 are unable to access the route. It is right and important to address this so the Government has made the decision to enable individuals aged 18 or over who were born on or after 1 July 1997 and who have at least one BN(O) parent to apply to the route independently of their BN(O) parent.

This cohort will still be required to meet all of the other suitability and eligibility requirements for the route, including six months maintenance funds and the requirement for the applicant to be ordinarily resident in Hong Kong, the UK, or the Crown Dependencies. Applicants will also need to pay the existing application fees for the route (￡180 if applying for 30 months leave or ￡250 if applying for five years leave) as well as the immigration health surcharge. They will be able to be joined in the UK by their partner and children under the age of 18. After five years in the UK those on the BN(O) route will be able to apply for settlement, followed by citizenship after a further twelve months.

We intend to lay the changes to the Immigration Rules in September with the changes expected to go live in October.

This Government is committed to ensuring those planning to make the UK their home feel fully supported and welcomed when starting their lives here. As with those who have already come to the UK on the BN(O) route, this additional cohort will have access to the provisions available through the UK-wide Welcome Programme led by the Department for Levelling-Up, Housing and Communities, which consists of a package of support with up to ￡43.1 million made available so far.

We look forward to welcoming applications from those individuals who wish to make the UK their home.









https://questions-statements.parliament.uk/written-statements/detail/2022-02-24/hcws635",2022-02-24 21:43:13,https://lihkg.com/thread/2900811/page/1
25,貓狗移民 你問我答,"如果你準備移民又家有毛孩，最好就盡早做準備
有啲地方好似台灣，澳洲要做blood test最少預半年
最近聽過有人急住走，唯有將寵物寄宿香港，再飛過去，又有人準備得七七八八無諗過去台灣要預早咁多，有啲失預算

講低你準備去邊，咩品種，我答到盡量答",2020-05-29 19:28:59,https://lihkg.com/thread/2041694/page/1
26,移民之後卡數點搞?,"有屋企人想去英國, 呢排係咁碌卡買奢侈品, 想問佢走人之後唔還卡數會點? 


會唔會影響佢英國果邊生活/入藉, 或者俾人跨境追債? 
會唔會麻煩到留喺香港嘅親人?",2021-06-28 09:34:05,https://lihkg.com/thread/2593988/page/1
27,移民英國了[58]#wail#pig,是,2021-06-22 03:24:01,https://lihkg.com/thread/2584735/page/1
28,加拿大移民pathways 分析,"來源: https://hk-garden.com/main/index.php/2021/06/10/hk-pathyway-anaylsis/

加拿大移民pathways 分析
最近開左加拿大移民新pathways, 我地加登就幫大家分析一下宜家單野係點, 我地目的為本, 今次開呢兩條pathways就係為左幫所有香港人達到目的, 姐係拎到PR。

PR 同入籍有咩分別?
首先, 我地想講下PR同入籍既分別, 其實係好簡單, PR姐係永久居民, 拎既係楓葉咭, 姐係我地香港身份證一樣, 而入籍就係拎護照。PR同Citizen (入左籍)其實都可以享有社會福利, 交稅一樣, 衣食住行都一樣, 但係就無投票同競選權。同係加拿大國外領事館係無保護權。大約係咁。

做Citizen (入左籍)既方法只要 在成為永久居民後的五年至少有三年居住在加拿大境內，可以申請入籍成為公民。 而呢三年入邊每年至少要有180日要係加拿大入邊。有交稅, 英文合格 (Ielts 4 5 5 5), 無犯罪記錄, 通過公民考試就OK。

咁唔入籍得唔得?
理論上係可以黎, 好似某國佢地既人民如果要入籍加拿大就會取消左佢地既某國國籍, 結果就係佢地返老家會好麻煩, 同佢地同某國做生意會變左外國人, 收多D稅加可能公司都影響埋, 所以某國既人民可能就好多都拎左PR就算。但PR係要5年renew一次, 如果你拎左PR就走左, 無係加拿大交稅, 咁加拿大可能就會出信關心你係咪仲想做加拿大PR, 有機會會問你拎返你張楓葉咭, 咁都公平既, 係咪先, 所以對香港人而言, 拎完心PR, 最好住夠兩年半拎埋個passport一了百了。

咁所以點先拎到PR先?
今次既Hong Kong Pathway (加拿大賣大包送PR計劃) 要得到呢個PR方法有三個, 我地宜家講一講。分別係讀書plan, 返工plan, 同特快通道EE Plan。

EE
我地講左EE Plan先, EE Plan雖然本身就有, 但係係加拿大既賣大包計劃之下, EE Plan對香港人黎講易好多! 咁首先就係EE計分入邊, 如果你係三十幾歲中生仔, 或二十幾歲既後生仔, 香港大學生, EE計分你自己上網計下大約係300幾分。所以一般黎講你去搵移民agent, 佢地都會話: 你有無工先, 有人請你你咪申請得。但本身係加拿大你要拎到工簽入境係好難既事, 除非你本身有人請, 變左EE本身根本就行唔通。但係賣大包計劃之下, 所有香港人都有機會拎OWP入境。變相只要你係三年內搵到分普通0AB工作, 你就實過400分, (考埋英文大約有450分左右), 加拿大既CEC宜家係380分, 之前都一直係400幾, 所以所有香港人如果有心, 只要過去打工, 基本上你唔係7都有機會拎PR. (唔好話唔係送, 呢個世界無咁著數, 以經比D印仔同黑鬼同南亞好好多啦你班港豬, 但我覺得十個人去十個都可以留係度。)

第二個就係A計劃。
A計劃係咁既, 只要你係加拿大大學畢業, 就送PR比你, 要求如下。
你要係香港人
你申請個PR時同拎到PR個時你人要係加拿大入邊 (一畢業就老申)
你英文拎到CLB 5 (4 5 5 5), 呢個盲既去考都拎到根本唔係條件黎。
你大學畢業

好撚勁大學生
咩叫大學畢業呢, 佢係咁寫, 你3年之內係加拿大既DLI專上學院, 包括大學同Colleges 讀完 學士學位, Master學位, Phd學位就可以, 呢一隻大學生我地叫好撚勁大學生, 好撚勁大學生係無咩特別要求。我覺得係睇你有無錢, 學士讀四年, 佢2026年6月玩完個plan, 姐係你最遲2022年9月入學學士都OK, 我係咁睇, PhD就唔好諗啦, 最多人諗都係2年master, 拿, 你讀兩年master你手度有60萬紙就去啦, 因為學費係40萬內。

次級好撚勁大學生
其次係讀兩年既post secondary, 呢一D我地當係加拿大既IVE仔, 姐係入一D college讀個兩年既diploma, 呢D我地叫次級好撚勁大學生 (都要人收, 所以都勁), 呢班人呢, 都無咩年限, 你地係2026年之前畢到業就可以申請。 (你手有20萬就諗諗啦, 有30萬就可以出發)

唔好彩大學生
第三種就係讀一年既post grad(你本身要有一個degree), 我地叫呢種做…唔好彩大學生, 點解唔好彩呢, 原因係因為唔好彩大學生佢地個有個5年內既學位, 而呢個學位要係個個post grad既入學要求。 (咁呢單野就麻煩木D, 好似你本身想讀張post gard, IT, 咁你本身要有個IT Degree, 仲要個個Degree係個個post grad 既入學要求。)

但以上三隻係賣大包A計劃都係一畢業就申請得, 無咩限制, 所以基本上係你入到學就拎到PR。(屌你老尾唔好再問咩40歲讀唔讀得, 你study plan寫得好D咪得, 同記得唔好係study plan講你想移民, 諗都唔好諗, 唔好講)

BTW記住你申請個時你一定要有有PGWP係手, 因為visitor 唔申請得。

好啦, 我地講下最後一個計劃, 就係打工B計劃。
B計劃就係打工plan, 一樣都係大學生用之前比你地個個OWP計劃比你去加拿大做三年野去左先, 之後三年入邊做夠1560個鐘就可以申請, 加拿大打fulltime 係30-40個鐘一星期, 你三年內做夠就OK。

D人成日問咩我讀咩大學計唔計, 我就幫你地睇過啦, 你申請到OWP, OWP批左比你, 就計!!! 所以你地唔使問啦, 你去申請OWP, 又唔使錢, 老申左先, 申請到你想去咪去, 唔想去咪唔好去!

之後有D人又話咩我2017年唔知去唔去好, 拿, 照去, 我地覺得佢地寫個咩5年內 “have graduated in the 5 years before you apply” 係glitch glitch地, 呢個我地有人會同IRCC反映, 因為OWP又5年內, 呢個又5年內, 變左你加埋搵工時間可能變左3年內, 但我地會反映, 你地照去。OK? 如果真係唔得, 你地咪行返EE LO, 到時都450分, 點可能唔得…

如果真係怕2017出事, 你地咪讀返書行讀書Plan, 錢解決到既問既就唔係問題!

最後一招, 又平又快, 唔好話我教你地一陣玩壞條pathway, 我唔係度講, 有咩就去加登TG問我地啦。
加登TG
https://t.me/canada_hker_main

另外如果你既case好有關題, 都黎加登TG問, 或者去加登留言, 有人會回答。

加拿大討論
https://hk-garden.com/main/index.php/discussions-4/#/discussions
加拿大資訊
https://hk-garden.com/main/",2021-06-10 14:39:19,https://lihkg.com/thread/2568900/page/1
29,身邊極少人話移民,"呢個現象其實普唔普遍
想知有冇人身邊都無咩人話近期會移民

中同
無邊幾個讀到大學
唔走，明既
香港都搵唔到唔好話去外國會有咩好日子過

但大同
有錢如住深淺赤半山；
無錢如住深水埗元朗，
有英美加澳紐passport嘅，
得BNO，抽氣扇護照嘅，
個個都話留係香港算

返工同事
又係無邊幾個話走架喎，
奇撚怪在我地工作係要經常去唔同國家，
理應習慣唔係香港，
但都竟然係唔走既佔大多數

唔係吹捧樓市唱好未來云云
而係網上唱到d人將會大移民，
但現實身邊又無咩人計劃緊移民，
搞到好...唔知點

想知你地身邊其實多唔多人準備緊移民

利申：未的起心肝真係走",2021-02-23 23:35:25,https://lihkg.com/thread/2420014/page/1
30,IT人多唔多唸移民?,"有返咁上下, 全世界都收
點解仲屈係香港?",2020-05-09 15:32:18,https://lihkg.com/thread/2008640/page/1
31,80 後想移民嘅你地,你地會打算儲倒幾錢先會走？,2020-03-07 12:17:04,https://lihkg.com/thread/1913698/page/1
32,澳洲移民 你問我答,"有咩關於澳洲留學/技術/投資/僱主移民問題可以係度討論/發問，我盡力用專業小小既角度回答。

http://forum.hkgolden.com/view.aspx?type=SC&message=6437503
基本Q&A自高登搬過黎（不過有D要更新，例如入籍要求）：
http://forum.hkgolden.com/view.aspx?type=CA&message=6614739

英文未考到雅思6分水平基本上可以免問，英文唔好可以練，但係如果連練好英文既心態都無既話，你都係留番係香港罷啦。

利申 澳洲註冊移民中介
再利申 唔好問我工作機會，我做移民唔係獵頭。我只可以話你知香港的任何牌（工程，會計，水電技工等）對移民都係零用途，主要係你既學歷同工作經驗。兼且大部分全職（白）工都要求有PR，所以我都係建議先以移民為目標，黎到再搵工。",2017-07-26 14:49:58,https://lihkg.com/thread/336107/page/1
33,如果移民條件一樣，你會揀英國澳洲定加拿大移民？,"因為呢三個國家都有offer 救生艇計劃比香港人，所以啲人成日比較呢三個國家

英國啱一家人

澳洲啱去讀書嘅

加拿大就啱啱啱畢業嘅後生仔

如果三個國家移民條件一樣，你又會揀邊個？",2023-06-20 15:33:02,https://lihkg.com/thread/3421701/page/1
34,[移民]移民台灣谷,https://t.me/joinchat/BXgbUEKl_6jyxYdc7Femtg,2019-05-31 01:39:49,https://lihkg.com/thread/1178904/page/1
35,移民美國,黎咗美國洛杉磯快一年，睇到香港而家咁嘅環境，感覺到自己決定係啱！,2022-11-14 01:13:04,https://lihkg.com/thread/3212405/page/1
36,澳洲移民,"有冇人搞過VISA 189
Engineering Australia  skill assessment
想問下reference letter 個format?

同埋有冇人分享下移民生活

我就諗過兩條路
一係 過去做返engineer(BS)
個試點？

或者做旅遊業，導遊，打雜etc
有咩地區推薦 人工大約如何

大家點睇？",2017-02-20 11:56:56,https://lihkg.com/thread/127276/page/1
37,移民左去澳洲，想再移民去台灣,"自己英文唔係太好，喺澳洲生活覺得好多時都表達唔到
尤其是關乎自身利益既野既時候，好多時因為表達得唔夠好而影響左
好多野都係人地話點樣就點樣，只係想拿拿林過骨就算數，唔想去據理力爭
自問自己都係個任性既人，試過逼自己去學英文練英文，
但真係覺得好痛苦 因為自己真係好撚唔鍾意英文，逼自己去學一樣自己好憎既野真係好辛苦
講真，如果真係要逼自己學一種語言既話，我寧願學日文韓文，英文幾乎係擺到最後
自己從細到大都唔鍾意鬼佬野，唔睇波 唔睇nba 唔睇西片 
幾乎講唔出一套西片名同鬼佬明星既名
當然呢個係我個人問題，自己都知自己衰

反而國語就講得好流行 有少少似姜濤嗰種類型…
喺澳洲呢邊都有幾個台灣人好friend，網上打機都識一堆台灣網友 
雖然文化唔同，我亦都冇諗過好似杜汶澤咁做奶台撚，純粹覺得好似去台灣岩自己多d",2022-07-24 16:19:44,https://lihkg.com/thread/3085998/page/1
